# BVec Structured Data (Tile Organization)
# Large tiles: 256
# Each large tile: 1024 weights + 32 scale factors
# Format: tile_type,large_tile_idx,small_tile_idx,element_idx,value
# Large Tile 0 (row=0, col=0)
weight,215,14,35,1
weight,215,14,36,1
weight,215,14,37,1
weight,215,14,38,1
weight,215,14,39,1
weight,215,14,40,2
weight,215,14,41,2
weight,215,14,42,2
weight,215,14,43,2
weight,215,14,44,2
weight,215,14,45,2
weight,215,14,46,2
weight,215,14,47,2
weight,215,14,48,1
weight,215,14,49,1
weight,215,14,50,1
weight,215,14,51,1
weight,215,14,52,1
weight,215,14,53,1
weight,215,14,54,1
weight,215,14,55,1
weight,215,14,56,2
weight,215,14,57,2
weight,215,14,58,2
weight,215,14,59,2
weight,215,14,60,2
weight,215,14,61,2
weight,215,14,62,2
weight,215,14,63,2
weight,215,15,0,1
weight,215,15,1,1
weight,215,15,2,1
weight,215,15,3,1
weight,215,15,4,1
weight,215,15,5,1
weight,215,15,6,1
weight,215,15,7,1
weight,215,15,8,2
weight,215,15,9,2
weight,215,15,10,2
weight,215,15,11,2
weight,215,15,12,2
weight,215,15,13,2
weight,215,15,14,2
weight,215,15,15,2
weight,215,15,16,1
weight,215,15,17,1
weight,215,15,18,1
weight,215,15,19,1
weight,215,15,20,1
weight,215,15,21,1
weight,215,15,22,1
weight,215,15,23,1
weight,215,15,24,2
weight,215,15,25,2
weight,215,15,26,2
weight,215,15,27,2
weight,215,15,28,2
weight,215,15,29,2
weight,215,15,30,2
weight,215,15,31,2
weight,215,15,32,1
weight,215,15,33,1
weight,215,15,34,1
weight,215,15,35,1
weight,215,15,36,1
weight,215,15,37,1
weight,215,15,38,1
weight,215,15,39,1
weight,215,15,40,2
weight,215,15,41,2
weight,215,15,42,2
weight,215,15,43,2
weight,215,15,44,2
weight,215,15,45,2
weight,215,15,46,2
weight,215,15,47,2
weight,215,15,48,1
weight,215,15,49,1
weight,215,15,50,1
weight,215,15,51,1
weight,215,15,52,1
weight,215,15,53,1
weight,215,15,54,1
weight,215,15,55,1
weight,215,15,56,2
weight,215,15,57,2
weight,215,15,58,2
weight,215,15,59,2
weight,215,15,60,2
weight,215,15,61,2
weight,215,15,62,2
weight,215,15,63,2
scale,215,-1,0,1
scale,215,-1,1,0.5
scale,215,-1,2,1
scale,215,-1,3,0.5
scale,215,-1,4,1
scale,215,-1,5,0.5
scale,215,-1,6,1
scale,215,-1,7,0.5
scale,215,-1,8,1
scale,215,-1,9,0.5
scale,215,-1,10,1
scale,215,-1,11,0.5
scale,215,-1,12,1
scale,215,-1,13,0.5
scale,215,-1,14,1
scale,215,-1,15,0.5
scale,215,-1,16,1
scale,215,-1,17,0.5
scale,215,-1,18,1
scale,215,-1,19,0.5
scale,215,-1,20,1
scale,215,-1,21,0.5
scale,215,-1,22,1
scale,215,-1,23,0.5
scale,215,-1,24,1
scale,215,-1,25,0.5
scale,215,-1,26,1
scale,215,-1,27,0.5
scale,215,-1,28,1
scale,215,-1,29,0.5
scale,215,-1,30,1
scale,215,-1,31,0.5
# Large Tile 216 (row=13, col=8)
weight,216,0,0,1
weight,216,0,1,1
weight,216,0,2,1
weight,216,0,3,1
weight,216,0,4,1
weight,216,0,5,1
weight,216,0,6,1
weight,216,0,7,1
weight,216,0,8,2
weight,216,0,9,2
weight,216,0,10,2
weight,216,0,11,2
weight,216,0,12,2
weight,216,0,13,2
weight,216,0,14,2
weight,216,0,15,2
weight,216,0,16,1
weight,216,0,17,1
weight,216,0,18,1
weight,216,0,19,1
weight,216,0,20,1
weight,216,0,21,1
weight,216,0,22,1
weight,216,0,23,1
weight,216,0,24,2
weight,216,0,25,2
weight,216,0,26,2
weight,216,0,27,2
weight,216,0,28,2
weight,216,0,29,2
weight,216,0,30,2
weight,216,0,31,2
weight,216,0,32,1
weight,216,0,33,1
weight,216,0,34,1
weight,216,0,35,1
weight,216,0,36,1
weight,216,0,37,1
weight,216,0,38,1
weight,216,0,39,1
weight,216,0,40,2
weight,216,0,41,2
weight,216,0,42,2
weight,216,0,43,2
weight,216,0,44,2
weight,216,0,45,2
weight,216,0,46,2
weight,216,0,47,2
weight,216,0,48,1
weight,216,0,49,1
weight,216,0,50,1
weight,216,0,51,1
weight,216,0,52,1
weight,216,0,53,1
weight,216,0,54,1
weight,216,0,55,1
weight,216,0,56,2
weight,216,0,57,2
weight,216,0,58,2
weight,216,0,59,2
weight,216,0,60,2
weight,216,0,61,2
weight,216,0,62,2
weight,216,0,63,2
weight,216,1,0,1
weight,216,1,1,1
weight,216,1,2,1
weight,216,1,3,1
weight,216,1,4,1
weight,216,1,5,1
weight,216,1,6,1
weight,216,1,7,1
weight,216,1,8,2
weight,216,1,9,2
weight,216,1,10,2
weight,216,1,11,2
weight,216,1,12,2
weight,216,1,13,2
weight,216,1,14,2
weight,216,1,15,2
weight,216,1,16,1
weight,216,1,17,1
weight,216,1,18,1
weight,216,1,19,1
weight,216,1,20,1
weight,216,1,21,1
weight,216,1,22,1
weight,216,1,23,1
weight,216,1,24,2
weight,216,1,25,2
weight,216,1,26,2
weight,216,1,27,2
weight,216,1,28,2
weight,216,1,29,2
weight,216,1,30,2
weight,216,1,31,2
weight,216,1,32,1
weight,216,1,33,1
weight,216,1,34,1
weight,216,1,35,1
weight,216,1,36,1
weight,216,1,37,1
weight,216,1,38,1
weight,216,1,39,1
weight,216,1,40,2
weight,216,1,41,2
weight,216,1,42,2
weight,216,1,43,2
weight,216,1,44,2
weight,216,1,45,2
weight,216,1,46,2
weight,216,1,47,2
weight,216,1,48,1
weight,216,1,49,1
weight,216,1,50,1
weight,216,1,51,1
weight,216,1,52,1
weight,216,1,53,1
weight,216,1,54,1
weight,216,1,55,1
weight,216,1,56,2
weight,216,1,57,2
weight,216,1,58,2
weight,216,1,59,2
weight,216,1,60,2
weight,216,1,61,2
weight,216,1,62,2
weight,216,1,63,2
weight,216,2,0,1
weight,216,2,1,1
weight,216,2,2,1
weight,216,2,3,1
weight,216,2,4,1
weight,216,2,5,1
weight,216,2,6,1
weight,216,2,7,1
weight,216,2,8,2
weight,216,2,9,2
weight,216,2,10,2
weight,216,2,11,2
weight,216,2,12,2
weight,216,2,13,2
weight,216,2,14,2
weight,216,2,15,2
weight,216,2,16,1
weight,216,2,17,1
weight,216,2,18,1
weight,216,2,19,1
weight,216,2,20,1
weight,216,2,21,1
weight,216,2,22,1
weight,216,2,23,1
weight,216,2,24,2
weight,216,2,25,2
weight,216,2,26,2
weight,216,2,27,2
weight,216,2,28,2
weight,216,2,29,2
weight,216,2,30,2
weight,216,2,31,2
weight,216,2,32,1
weight,216,2,33,1
weight,216,2,34,1
weight,216,2,35,1
weight,216,2,36,1
weight,216,2,37,1
weight,216,2,38,1
weight,216,2,39,1
weight,216,2,40,2
weight,216,2,41,2
weight,216,2,42,2
weight,216,2,43,2
weight,216,2,44,2
weight,216,2,45,2
weight,216,2,46,2
weight,216,2,47,2
weight,216,2,48,1
weight,216,2,49,1
weight,216,2,50,1
weight,216,2,51,1
weight,216,2,52,1
weight,216,2,53,1
weight,216,2,54,1
weight,216,2,55,1
weight,216,2,56,2
weight,216,2,57,2
weight,216,2,58,2
weight,216,2,59,2
weight,216,2,60,2
weight,216,2,61,2
weight,216,2,62,2
weight,216,2,63,2
weight,216,3,0,1
weight,216,3,1,1
weight,216,3,2,1
weight,216,3,3,1
weight,216,3,4,1
weight,216,3,5,1
weight,216,3,6,1
weight,216,3,7,1
weight,216,3,8,2
weight,216,3,9,2
weight,216,3,10,2
weight,216,3,11,2
weight,216,3,12,2
weight,216,3,13,2
weight,216,3,14,2
weight,216,3,15,2
weight,216,3,16,1
weight,216,3,17,1
weight,216,3,18,1
weight,216,3,19,1
weight,216,3,20,1
weight,216,3,21,1
weight,216,3,22,1
weight,216,3,23,1
weight,216,3,24,2
weight,216,3,25,2
weight,216,3,26,2
weight,216,3,27,2
weight,216,3,28,2
weight,216,3,29,2
weight,216,3,30,2
weight,216,3,31,2
weight,216,3,32,1
weight,216,3,33,1
weight,216,3,34,1
weight,216,3,35,1
weight,216,3,36,1
weight,216,3,37,1
weight,216,3,38,1
weight,216,3,39,1
weight,216,3,40,2
weight,216,3,41,2
weight,216,3,42,2
weight,216,3,43,2
weight,216,3,44,2
weight,216,3,45,2
weight,216,3,46,2
weight,216,3,47,2
weight,216,3,48,1
weight,216,3,49,1
weight,216,3,50,1
weight,216,3,51,1
weight,216,3,52,1
weight,216,3,53,1
weight,216,3,54,1
weight,216,3,55,1
weight,216,3,56,2
weight,216,3,57,2
weight,216,3,58,2
weight,216,3,59,2
weight,216,3,60,2
weight,216,3,61,2
weight,216,3,62,2
weight,216,3,63,2
weight,216,4,0,1
weight,216,4,1,1
weight,216,4,2,1
weight,216,4,3,1
weight,216,4,4,1
weight,216,4,5,1
weight,216,4,6,1
weight,216,4,7,1
weight,216,4,8,2
weight,216,4,9,2
weight,216,4,10,2
weight,216,4,11,2
weight,216,4,12,2
weight,216,4,13,2
weight,216,4,14,2
weight,216,4,15,2
weight,216,4,16,1
weight,216,4,17,1
weight,216,4,18,1
weight,216,4,19,1
weight,216,4,20,1
weight,216,4,21,1
weight,216,4,22,1
weight,216,4,23,1
weight,216,4,24,2
weight,216,4,25,2
weight,216,4,26,2
weight,216,4,27,2
weight,216,4,28,2
weight,216,4,29,2
weight,216,4,30,2
weight,216,4,31,2
weight,216,4,32,1
weight,216,4,33,1
weight,216,4,34,1
weight,216,4,35,1
weight,216,4,36,1
weight,216,4,37,1
weight,216,4,38,1
weight,216,4,39,1
weight,216,4,40,2
weight,216,4,41,2
weight,216,4,42,2
weight,216,4,43,2
weight,216,4,44,2
weight,216,4,45,2
weight,216,4,46,2
weight,216,4,47,2
weight,216,4,48,1
weight,216,4,49,1
weight,216,4,50,1
weight,216,4,51,1
weight,216,4,52,1
weight,216,4,53,1
weight,216,4,54,1
weight,216,4,55,1
weight,216,4,56,2
weight,216,4,57,2
weight,216,4,58,2
weight,216,4,59,2
weight,216,4,60,2
weight,216,4,61,2
weight,216,4,62,2
weight,216,4,63,2
weight,216,5,0,1
weight,216,5,1,1
weight,216,5,2,1
weight,216,5,3,1
weight,216,5,4,1
weight,216,5,5,1
weight,216,5,6,1
weight,216,5,7,1
weight,216,5,8,2
weight,216,5,9,2
weight,216,5,10,2
weight,216,5,11,2
weight,216,5,12,2
weight,216,5,13,2
weight,216,5,14,2
weight,216,5,15,2
weight,216,5,16,1
weight,216,5,17,1
weight,216,5,18,1
weight,216,5,19,1
weight,216,5,20,1
weight,216,5,21,1
weight,216,5,22,1
weight,216,5,23,1
weight,216,5,24,2
weight,216,5,25,2
weight,216,5,26,2
weight,216,5,27,2
weight,216,5,28,2
weight,216,5,29,2
weight,216,5,30,2
weight,216,5,31,2
weight,216,5,32,1
weight,216,5,33,1
weight,216,5,34,1
weight,216,5,35,1
weight,216,5,36,1
weight,216,5,37,1
weight,216,5,38,1
weight,216,5,39,1
weight,216,5,40,2
weight,216,5,41,2
weight,216,5,42,2
weight,216,5,43,2
weight,216,5,44,2
weight,216,5,45,2
weight,216,5,46,2
weight,216,5,47,2
weight,216,5,48,1
weight,216,5,49,1
weight,216,5,50,1
weight,216,5,51,1
weight,216,5,52,1
weight,216,5,53,1
weight,216,5,54,1
weight,216,5,55,1
weight,216,5,56,2
weight,216,5,57,2
weight,216,5,58,2
weight,216,5,59,2
weight,216,5,60,2
weight,216,5,61,2
weight,216,5,62,2
weight,216,5,63,2
weight,216,6,0,1
weight,216,6,1,1
weight,216,6,2,1
weight,216,6,3,1
weight,216,6,4,1
weight,216,6,5,1
weight,216,6,6,1
weight,216,6,7,1
weight,216,6,8,2
weight,216,6,9,2
weight,216,6,10,2
weight,216,6,11,2
weight,216,6,12,2
weight,216,6,13,2
weight,216,6,14,2
weight,216,6,15,2
weight,216,6,16,1
weight,216,6,17,1
weight,216,6,18,1
weight,216,6,19,1
weight,216,6,20,1
weight,216,6,21,1
weight,216,6,22,1
weight,216,6,23,1
weight,216,6,24,2
weight,216,6,25,2
weight,216,6,26,2
weight,216,6,27,2
weight,216,6,28,2
weight,216,6,29,2
weight,216,6,30,2
weight,216,6,31,2
weight,216,6,32,1
weight,216,6,33,1
weight,216,6,34,1
weight,216,6,35,1
weight,216,6,36,1
weight,216,6,37,1
weight,216,6,38,1
weight,216,6,39,1
weight,216,6,40,2
weight,216,6,41,2
weight,216,6,42,2
weight,216,6,43,2
weight,216,6,44,2
weight,216,6,45,2
weight,216,6,46,2
weight,216,6,47,2
weight,216,6,48,1
weight,216,6,49,1
weight,216,6,50,1
weight,216,6,51,1
weight,216,6,52,1
weight,216,6,53,1
weight,216,6,54,1
weight,216,6,55,1
weight,216,6,56,2
weight,216,6,57,2
weight,216,6,58,2
weight,216,6,59,2
weight,216,6,60,2
weight,216,6,61,2
weight,216,6,62,2
weight,216,6,63,2
weight,216,7,0,1
weight,216,7,1,1
weight,216,7,2,1
weight,216,7,3,1
weight,216,7,4,1
weight,216,7,5,1
weight,216,7,6,1
weight,216,7,7,1
weight,216,7,8,2
weight,216,7,9,2
weight,216,7,10,2
weight,216,7,11,2
weight,216,7,12,2
weight,216,7,13,2
weight,216,7,14,2
weight,216,7,15,2
weight,216,7,16,1
weight,216,7,17,1
weight,216,7,18,1
weight,216,7,19,1
weight,216,7,20,1
weight,216,7,21,1
weight,216,7,22,1
weight,216,7,23,1
weight,216,7,24,2
weight,216,7,25,2
weight,216,7,26,2
weight,216,7,27,2
weight,216,7,28,2
weight,216,7,29,2
weight,216,7,30,2
weight,216,7,31,2
weight,216,7,32,1
weight,216,7,33,1
weight,216,7,34,1
weight,216,7,35,1
weight,216,7,36,1
weight,216,7,37,1
weight,216,7,38,1
weight,216,7,39,1
weight,216,7,40,2
weight,216,7,41,2
weight,216,7,42,2
weight,216,7,43,2
weight,216,7,44,2
weight,216,7,45,2
weight,216,7,46,2
weight,216,7,47,2
weight,216,7,48,1
weight,216,7,49,1
weight,216,7,50,1
weight,216,7,51,1
weight,216,7,52,1
weight,216,7,53,1
weight,216,7,54,1
weight,216,7,55,1
weight,216,7,56,2
weight,216,7,57,2
weight,216,7,58,2
weight,216,7,59,2
weight,216,7,60,2
weight,216,7,61,2
weight,216,7,62,2
weight,216,7,63,2
weight,216,8,0,1
weight,216,8,1,1
weight,216,8,2,1
weight,216,8,3,1
weight,216,8,4,1
weight,216,8,5,1
weight,216,8,6,1
weight,216,8,7,1
weight,216,8,8,2
weight,216,8,9,2
weight,216,8,10,2
weight,216,8,11,2
weight,216,8,12,2
weight,216,8,13,2
weight,216,8,14,2
weight,216,8,15,2
weight,216,8,16,1
weight,216,8,17,1
weight,216,8,18,1
weight,216,8,19,1
weight,216,8,20,1
weight,216,8,21,1
weight,216,8,22,1
weight,216,8,23,1
weight,216,8,24,2
weight,216,8,25,2
weight,216,8,26,2
weight,216,8,27,2
weight,216,8,28,2
weight,216,8,29,2
weight,216,8,30,2
weight,216,8,31,2
weight,216,8,32,1
weight,216,8,33,1
weight,216,8,34,1
weight,216,8,35,1
weight,216,8,36,1
weight,216,8,37,1
weight,216,8,38,1
weight,216,8,39,1
weight,216,8,40,2
weight,216,8,41,2
weight,216,8,42,2
weight,216,8,43,2
weight,216,8,44,2
weight,216,8,45,2
weight,216,8,46,2
weight,216,8,47,2
weight,216,8,48,1
weight,216,8,49,1
weight,216,8,50,1
weight,216,8,51,1
weight,216,8,52,1
weight,216,8,53,1
weight,216,8,54,1
weight,216,8,55,1
weight,216,8,56,2
weight,216,8,57,2
weight,216,8,58,2
weight,216,8,59,2
weight,216,8,60,2
weight,216,8,61,2
weight,216,8,62,2
weight,216,8,63,2
weight,216,9,0,1
weight,216,9,1,1
weight,216,9,2,1
weight,216,9,3,1
weight,216,9,4,1
weight,216,9,5,1
weight,216,9,6,1
weight,216,9,7,1
weight,216,9,8,2
weight,216,9,9,2
weight,216,9,10,2
weight,216,9,11,2
weight,216,9,12,2
weight,216,9,13,2
weight,216,9,14,2
weight,216,9,15,2
weight,216,9,16,1
weight,216,9,17,1
weight,216,9,18,1
weight,216,9,19,1
weight,216,9,20,1
weight,216,9,21,1
weight,216,9,22,1
weight,216,9,23,1
weight,216,9,24,2
weight,216,9,25,2
weight,216,9,26,2
weight,216,9,27,2
weight,216,9,28,2
weight,216,9,29,2
weight,216,9,30,2
weight,216,9,31,2
weight,216,9,32,1
weight,216,9,33,1
weight,216,9,34,1
weight,216,9,35,1
weight,216,9,36,1
weight,216,9,37,1
weight,216,9,38,1
weight,216,9,39,1
weight,216,9,40,2
weight,216,9,41,2
weight,216,9,42,2
weight,216,9,43,2
weight,216,9,44,2
weight,216,9,45,2
weight,216,9,46,2
weight,216,9,47,2
weight,216,9,48,1
weight,216,9,49,1
weight,216,9,50,1
weight,216,9,51,1
weight,216,9,52,1
weight,216,9,53,1
weight,216,9,54,1
weight,216,9,55,1
weight,216,9,56,2
weight,216,9,57,2
weight,216,9,58,2
weight,216,9,59,2
weight,216,9,60,2
weight,216,9,61,2
weight,216,9,62,2
weight,216,9,63,2
weight,216,10,0,1
weight,216,10,1,1
weight,216,10,2,1
weight,216,10,3,1
weight,216,10,4,1
weight,216,10,5,1
weight,216,10,6,1
weight,216,10,7,1
weight,216,10,8,2
weight,216,10,9,2
weight,216,10,10,2
weight,216,10,11,2
weight,216,10,12,2
weight,216,10,13,2
weight,216,10,14,2
weight,216,10,15,2
weight,216,10,16,1
weight,216,10,17,1
weight,216,10,18,1
weight,216,10,19,1
weight,216,10,20,1
weight,216,10,21,1
weight,216,10,22,1
weight,216,10,23,1
weight,216,10,24,2
weight,216,10,25,2
weight,216,10,26,2
weight,216,10,27,2
weight,216,10,28,2
weight,216,10,29,2
weight,216,10,30,2
weight,216,10,31,2
weight,216,10,32,1
weight,216,10,33,1
weight,216,10,34,1
weight,216,10,35,1
weight,216,10,36,1
weight,216,10,37,1
weight,216,10,38,1
weight,216,10,39,1
weight,216,10,40,2
weight,216,10,41,2
weight,216,10,42,2
weight,216,10,43,2
weight,216,10,44,2
weight,216,10,45,2
weight,216,10,46,2
weight,216,10,47,2
weight,216,10,48,1
weight,216,10,49,1
weight,216,10,50,1
weight,216,10,51,1
weight,216,10,52,1
weight,216,10,53,1
weight,216,10,54,1
weight,216,10,55,1
weight,216,10,56,2
weight,216,10,57,2
weight,216,10,58,2
weight,216,10,59,2
weight,216,10,60,2
weight,216,10,61,2
weight,216,10,62,2
weight,216,10,63,2
weight,216,11,0,1
weight,216,11,1,1
weight,216,11,2,1
weight,216,11,3,1
weight,216,11,4,1
weight,216,11,5,1
weight,216,11,6,1
weight,216,11,7,1
weight,216,11,8,2
weight,216,11,9,2
weight,216,11,10,2
weight,216,11,11,2
weight,216,11,12,2
weight,216,11,13,2
weight,216,11,14,2
weight,216,11,15,2
weight,216,11,16,1
weight,216,11,17,1
weight,216,11,18,1
weight,216,11,19,1
weight,216,11,20,1
weight,216,11,21,1
weight,216,11,22,1
weight,216,11,23,1
weight,216,11,24,2
weight,216,11,25,2
weight,216,11,26,2
weight,216,11,27,2
weight,216,11,28,2
weight,216,11,29,2
weight,216,11,30,2
weight,216,11,31,2
weight,216,11,32,1
weight,216,11,33,1
weight,216,11,34,1
weight,216,11,35,1
weight,216,11,36,1
weight,216,11,37,1
weight,216,11,38,1
weight,216,11,39,1
weight,216,11,40,2
weight,216,11,41,2
weight,216,11,42,2
weight,216,11,43,2
weight,216,11,44,2
weight,216,11,45,2
weight,216,11,46,2
weight,216,11,47,2
weight,216,11,48,1
weight,216,11,49,1
weight,216,11,50,1
weight,216,11,51,1
weight,216,11,52,1
weight,216,11,53,1
weight,216,11,54,1
weight,216,11,55,1
weight,216,11,56,2
weight,216,11,57,2
weight,216,11,58,2
weight,216,11,59,2
weight,216,11,60,2
weight,216,11,61,2
weight,216,11,62,2
weight,216,11,63,2
weight,216,12,0,1
weight,216,12,1,1
weight,216,12,2,1
weight,216,12,3,1
weight,216,12,4,1
weight,216,12,5,1
weight,216,12,6,1
weight,216,12,7,1
weight,216,12,8,2
weight,216,12,9,2
weight,216,12,10,2
weight,216,12,11,2
weight,216,12,12,2
weight,216,12,13,2
weight,216,12,14,2
weight,216,12,15,2
weight,216,12,16,1
weight,216,12,17,1
weight,216,12,18,1
weight,216,12,19,1
weight,216,12,20,1
weight,216,12,21,1
weight,216,12,22,1
weight,216,12,23,1
weight,216,12,24,2
weight,216,12,25,2
weight,216,12,26,2
weight,216,12,27,2
weight,216,12,28,2
weight,216,12,29,2
weight,216,12,30,2
weight,216,12,31,2
weight,216,12,32,1
weight,216,12,33,1
weight,216,12,34,1
weight,216,12,35,1
weight,216,12,36,1
weight,216,12,37,1
weight,216,12,38,1
weight,216,12,39,1
weight,216,12,40,2
weight,216,12,41,2
weight,216,12,42,2
weight,216,12,43,2
weight,216,12,44,2
weight,216,12,45,2
weight,216,12,46,2
weight,216,12,47,2
weight,216,12,48,1
weight,216,12,49,1
weight,216,12,50,1
weight,216,12,51,1
weight,216,12,52,1
weight,216,12,53,1
weight,216,12,54,1
weight,216,12,55,1
weight,216,12,56,2
weight,216,12,57,2
weight,216,12,58,2
weight,216,12,59,2
weight,216,12,60,2
weight,216,12,61,2
weight,216,12,62,2
weight,216,12,63,2
weight,216,13,0,1
weight,216,13,1,1
weight,216,13,2,1
weight,216,13,3,1
weight,216,13,4,1
weight,216,13,5,1
weight,216,13,6,1
weight,216,13,7,1
weight,216,13,8,2
weight,216,13,9,2
weight,216,13,10,2
weight,216,13,11,2
weight,216,13,12,2
weight,216,13,13,2
weight,216,13,14,2
weight,216,13,15,2
weight,216,13,16,1
weight,216,13,17,1
weight,216,13,18,1
weight,216,13,19,1
weight,216,13,20,1
weight,216,13,21,1
weight,216,13,22,1
weight,216,13,23,1
weight,216,13,24,2
weight,216,13,25,2
weight,216,13,26,2
weight,216,13,27,2
weight,216,13,28,2
weight,216,13,29,2
weight,216,13,30,2
weight,216,13,31,2
weight,216,13,32,1
weight,216,13,33,1
weight,216,13,34,1
weight,216,13,35,1
weight,216,13,36,1
weight,216,13,37,1
weight,216,13,38,1
weight,216,13,39,1
weight,216,13,40,2
weight,216,13,41,2
weight,216,13,42,2
weight,216,13,43,2
weight,216,13,44,2
weight,216,13,45,2
weight,216,13,46,2
weight,216,13,47,2
weight,216,13,48,1
weight,216,13,49,1
weight,216,13,50,1
weight,216,13,51,1
weight,216,13,52,1
weight,216,13,53,1
weight,216,13,54,1
weight,216,13,55,1
weight,216,13,56,2
weight,216,13,57,2
weight,216,13,58,2
weight,216,13,59,2
weight,216,13,60,2
weight,216,13,61,2
weight,216,13,62,2
weight,216,13,63,2
weight,216,14,0,1
weight,216,14,1,1
weight,216,14,2,1
weight,216,14,3,1
weight,216,14,4,1
weight,216,14,5,1
weight,216,14,6,1
weight,216,14,7,1
weight,216,14,8,2
weight,216,14,9,2
weight,216,14,10,2
weight,216,14,11,2
weight,216,14,12,2
weight,216,14,13,2
weight,216,14,14,2
weight,216,14,15,2
weight,216,14,16,1
weight,216,14,17,1
weight,216,14,18,1
weight,216,14,19,1
weight,216,14,20,1
weight,216,14,21,1
weight,216,14,22,1
weight,216,14,23,1
weight,216,14,24,2
weight,216,14,25,2
weight,216,14,26,2
weight,216,14,27,2
weight,216,14,28,2
weight,216,14,29,2
weight,216,14,30,2
weight,216,14,31,2
weight,216,14,32,1
weight,216,14,33,1
weight,216,14,34,1
weight,216,14,35,1
weight,216,14,36,1
weight,216,14,37,1
weight,216,14,38,1
weight,216,14,39,1
weight,216,14,40,2
weight,216,14,41,2
weight,216,14,42,2
weight,216,14,43,2
weight,216,14,44,2
weight,216,14,45,2
weight,216,14,46,2
weight,216,14,47,2
weight,216,14,48,1
weight,216,14,49,1
weight,216,14,50,1
weight,216,14,51,1
weight,216,14,52,1
weight,216,14,53,1
weight,216,14,54,1
weight,216,14,55,1
weight,216,14,56,2
weight,216,14,57,2
weight,216,14,58,2
weight,216,14,59,2
weight,216,14,60,2
weight,216,14,61,2
weight,216,14,62,2
weight,216,14,63,2
weight,216,15,0,1
weight,216,15,1,1
weight,216,15,2,1
weight,216,15,3,1
weight,216,15,4,1
weight,216,15,5,1
weight,216,15,6,1
weight,216,15,7,1
weight,216,15,8,2
weight,216,15,9,2
weight,216,15,10,2
weight,216,15,11,2
weight,216,15,12,2
weight,216,15,13,2
weight,216,15,14,2
weight,216,15,15,2
weight,216,15,16,1
weight,216,15,17,1
weight,216,15,18,1
weight,216,15,19,1
weight,216,15,20,1
weight,216,15,21,1
weight,216,15,22,1
weight,216,15,23,1
weight,216,15,24,2
weight,216,15,25,2
weight,216,15,26,2
weight,216,15,27,2
weight,216,15,28,2
weight,216,15,29,2
weight,216,15,30,2
weight,216,15,31,2
weight,216,15,32,1
weight,216,15,33,1
weight,216,15,34,1
weight,216,15,35,1
weight,216,15,36,1
weight,216,15,37,1
weight,216,15,38,1
weight,216,15,39,1
weight,216,15,40,2
weight,216,15,41,2
weight,216,15,42,2
weight,216,15,43,2
weight,216,15,44,2
weight,216,15,45,2
weight,216,15,46,2
weight,216,15,47,2
weight,216,15,48,1
weight,216,15,49,1
weight,216,15,50,1
weight,216,15,51,1
weight,216,15,52,1
weight,216,15,53,1
weight,216,15,54,1
weight,216,15,55,1
weight,216,15,56,2
weight,216,15,57,2
weight,216,15,58,2
weight,216,15,59,2
weight,216,15,60,2
weight,216,15,61,2
weight,216,15,62,2
weight,216,15,63,2
scale,216,-1,0,1
scale,216,-1,1,0.5
scale,216,-1,2,1
scale,216,-1,3,0.5
scale,216,-1,4,1
scale,216,-1,5,0.5
scale,216,-1,6,1
scale,216,-1,7,0.5
scale,216,-1,8,1
scale,216,-1,9,0.5
scale,216,-1,10,1
scale,216,-1,11,0.5
scale,216,-1,12,1
scale,216,-1,13,0.5
scale,216,-1,14,1
scale,216,-1,15,0.5
scale,216,-1,16,1
scale,216,-1,17,0.5
scale,216,-1,18,1
scale,216,-1,19,0.5
scale,216,-1,20,1
scale,216,-1,21,0.5
scale,216,-1,22,1
scale,216,-1,23,0.5
scale,216,-1,24,1
scale,216,-1,25,0.5
scale,216,-1,26,1
scale,216,-1,27,0.5
scale,216,-1,28,1
scale,216,-1,29,0.5
scale,216,-1,30,1
scale,216,-1,31,0.5
# Large Tile 217 (row=13, col=9)
weight,217,0,0,1
weight,217,0,1,1
weight,217,0,2,1
weight,217,0,3,1
weight,217,0,4,1
weight,217,0,5,1
weight,217,0,6,1
weight,217,0,7,1
weight,217,0,8,2
weight,217,0,9,2
weight,217,0,10,2
weight,217,0,11,2
weight,217,0,12,2
weight,217,0,13,2
weight,217,0,14,2
weight,217,0,15,2
weight,217,0,16,1
weight,217,0,17,1
weight,217,0,18,1
weight,217,0,19,1
weight,217,0,20,1
weight,217,0,21,1
weight,217,0,22,1
weight,217,0,23,1
weight,217,0,24,2
weight,217,0,25,2
weight,217,0,26,2
weight,217,0,27,2
weight,217,0,28,2
weight,217,0,29,2
weight,217,0,30,2
weight,217,0,31,2
weight,217,0,32,1
weight,217,0,33,1
weight,217,0,34,1
weight,217,0,35,1
weight,217,0,36,1
weight,217,0,37,1
weight,217,0,38,1
weight,217,0,39,1
weight,217,0,40,2
weight,217,0,41,2
weight,217,0,42,2
weight,217,0,43,2
weight,217,0,44,2
weight,217,0,45,2
weight,217,0,46,2
weight,217,0,47,2
weight,217,0,48,1
weight,217,0,49,1
weight,217,0,50,1
weight,217,0,51,1
weight,217,0,52,1
weight,217,0,53,1
weight,217,0,54,1
weight,217,0,55,1
weight,217,0,56,2
weight,217,0,57,2
weight,217,0,58,2
weight,217,0,59,2
weight,217,0,60,2
weight,217,0,61,2
weight,217,0,62,2
weight,217,0,63,2
weight,217,1,0,1
weight,217,1,1,1
weight,217,1,2,1
